dt,商品编码,商品名称,销量,销额
2019/6/12,4006606,漫步者（EDIFIER）bun 蓝牙便携音箱 音响 音乐小馒头 冰蓝,1,3299
2019/6/12,4113294,乐廷（Rolton）K100 便携数码扩音器 小蜜蜂扩音器 智能语音提示 玫瑰金,42,140858
2019/6/12,4167804,缤特力（Plantronics）BackBeat GO 410 主动降噪立体声手游耳机 运动防汗蓝牙音乐耳机 双边入耳式 石墨黑,3,9907
2019/6/12,4180745,【全新5.0】iKF Hero HiFi级音效真无线蓝牙耳机 跑步运动开车入耳式双耳 苹果/安卓手机通用 竞技绿,495,1684465
2019/6/12,4183647,【NBA联名款】Beats Studio3 Wireless 录音师无线3代 头戴式 蓝牙无线降噪游戏耳机 - 湖人紫,26,87084
2019/6/12,4207165,【拼购】海威特（Havit）I92真无线蓝牙耳机 智能配对 双耳通话tws双耳入耳式运动耳麦迷你超小耳塞,214,730155.46
2019/6/12,4207169,【拼购专用】OKSJ 苹果耳机线控入耳式 手机有线麦克风耳塞适用iphone6s/plus/ipad/安卓/手机通用3.5mm s-2普通版 20个装,16,55124
2019/6/12,4207613,【NBA联名款】Beats Studio3 Wireless 录音师无线3代 头戴式 蓝牙无线降噪游戏耳机 - 猛龙白,103,350567
2019/6/12,4207625,【NBA联名款】Beats Studio3 Wireless 录音师无线3代 头戴式 蓝牙无线降噪游戏耳机 - 哈登代言款 -火箭红,6,20164
2019/6/12,4207627,【拼购】因卓（KOTION EACH）G6300黑红头戴式吃鸡游戏耳机电脑电竞耳机台式电脑笔记本手机通用带麦克风,19,499
2019/6/12,4276978,宾果（Bingle）FB02 蓝牙耳机无线蓝牙隐形迷你运动商务单耳入耳式车载耳机 苹果华为小米手机通用 品质黑,2,6598
2019/6/12,4303416,【拼购】海威特（Havit）G1 蓝牙耳机 TWS真无线5.0 钛膜HIFI 黑红,144,491896
2019/6/12,4303420,创新（Creative） Headset HS-400耳麦,9,30761
2019/6/12,4315536,飞利浦（PHILIPS） SHE2000/10 15毫米喇叭驱动器 低音 耳塞式耳机 黑色,31,106890.88
2019/6/12,4317011,城市之音（URBANEARS） PLATTAN 头戴式线控耳机 勿忘我紫,9,30991
2019/6/12,4317149,宾果（Bingle）F6 晨曦定制款头戴便携折叠耳机 重低音电脑手机语音K歌带线控,43,146307
2019/6/12,4331143,宾果（Bingle）F6 晨曦定制款头戴便携折叠耳机 重低音电脑手机语音K歌带线控,1,3299
2019/6/12,4331183,宾果（Bingle）F6 晨曦定制款头戴便携折叠耳机 重低音电脑手机语音K歌带线控,2,7438.94
2019/6/12,4331187,宾果（Bingle)补差价F5 头戴式蓝牙4.0 NFC配对 多彩时尚便携式蓝牙耳机(嘻哈蓝)补差价,2,6768
2019/6/12,4335045,飞利浦（PHILIPS)补差价 SHB5500BK 头戴式 无线 声音不错 大品牌 平折设计 通话控制 蓝牙耳机,25,85575
2019/6/12,4335133,飞朵（Fidue）A83 参考级三单元混合 圈铁耳机 香槟金,5,17395
2019/6/12,4360188,飞利浦（Philips）SHH9756  ipod专用耳机（黑色）,2,6798
2019/6/12,4387817,铁三角 ATH-FW33 我要闪耀 钻石切割便携头戴式耳机 黑色,29,98341
2019/6/12,4409727,【11.11预售】坚果（JmGO）U1 4K激光电视投影仪 超短焦家用 （4K分辨率 2000流明 HIFI音响 智能影院 ）,4,13596
2019/6/12,4494706,【分销版】极米（XGIMI）New Z4Air 便携投影仪 投影机办公（高清宽屏 便携/手机投影 自动对焦 自动对焦）,4,14096
2019/6/12,4534739,【分销版】爱普生（EPSON）CB-X05 投影仪 投影机办公（标清 3300流明 支持左右梯形校正 自动搜索信号）,51,172969
2019/6/12,4599119,【抗光幕套装版】米家（MIJIA）小米4K激光电视超短焦家用投影仪（4K 超高清 小孩防直视 杜比音效 激光影院 ALPD3.0技术 含黑栅抗光幕）,3,10067
2019/6/12,4615006,英微（IN&VI）200英寸（16:9） 玻纤电动遥控幕布 投影仪幕布 家用高清投影幕布,7,25675.88
2019/6/12,4634661,优派（ViewSonic） 3D眼镜,1,3299
2019/6/12,4642345,优铂（UPlatinum）幕布租赁服务 100寸 上门租赁/出租/租用 商用办公 家用影音 工程演示,2,6796
2019/6/12,4643435,BenQ 明基 W1070  家用1080p 3D投影机,2,7268
2019/6/12,4643437,真美（iSeezm）XDL250Y Q6 智能无屏电视 3D家庭影院 智能微型投影机,19,63749
2019/6/12,4664829,【赠送免费安装】亿立（Elite Screens）120英寸16:9黑栅抗光投影幕布 投影仪幕布（AR120H3-ST 适用超短焦）,3,10297
2019/6/12,4694174,优铂（UPlatinum）幕布租赁服务 100寸 上门租赁/出租/租用 商用办公 家用影音 工程演示,28,93722
2019/6/12,4755313,优派（ViewSonic）PG800X 投影仪 投影机办公（标清 5000流明 1.3倍变焦）,1,3299
2019/6/12,4756825,3M MP225a微型LED投影机,4,13596
2019/6/12,4786947,【预约免费上门安装】 NP-CD3105H投影仪家用全高清（1080P分辨率 3000流明  支持侧投 色彩还原高）,2,6698
2019/6/12,4826839,【套装版】L-mix P12 便携投影仪 Lmix微型掌上投影仪（手机无线同屏 自带系统 梯形校正 内置音箱）红色,8,27762
2019/6/12,4887235,【保护套+钢化膜+耳机+支架豪华套装】小米平板4 8英寸WiFi版 骁龙660处理器 4G内存+64G存储 FHD 黑色,1,3299
2019/6/12,4888026,【保护套+钢化膜套装】小米（MI）小米平板4 8英寸平板电脑WIFI版  骁龙660处理器 3G内存+32G存储 FHD 黑色,1,3299
2019/6/12,4890662,【灰钴蓝键盘套装】微软（Microsoft）Surface Pro 6 二合一平板电脑笔记本 12.3（i5 8G 256G SSD）亮铂金,16,499
2019/6/12,4890664,【豪华套装版】华为（HUAWEI）X2移动/联通双网通7英寸通话平板 双卡双待（八核 3G/16G）月光银,1,3299
2019/6/12,4890666,【黑色键盘套装】微软（Microsoft）Surface 3 64G（10.8英寸，USB 3.0接口 1920x1280分辨率）,7,23733.94
2019/6/12,4910938,【Go Pro套装】微软（Microsoft）Surface Book  13.5英寸（Intel i7 16G内存 512G存储 独立显卡）,4,13366
2019/6/12,4940255,【黑色键盘套装】微软（Microsoft）Surface Pro 4 （Intel Core i5 4G内存 128G存储 不带笔）,78,264042
2019/6/12,4940275,（套装版）华为荣耀畅玩平板2 LTE版 9.6英寸 (四核 2G/16G 1280x800 4800mAh ) 日晖金,9,30491
2019/6/12,5001143,（套装版）华为荣耀畅玩平板2 LTE高配版 8英寸 (四核 3G/32G 1280x800 4800mAh ) 日晖金,15,54077.82
2019/6/12,5008405,【键盘套餐】酷比魔方 MIX PLUS 10.6英寸二合一平板电脑（intel第七代 酷睿芯）（官方标配+原装键盘）,3,10697
2019/6/12,5030833,【耳机套装】JDtab J01 7.9英寸平板电脑(魅族Flyme版) 2K视网膜屏 4GB+64GB 月光银,144,491934
2019/6/12,5059138,【黑色键盘套装】微软（Microsoft）Surface Pro（第五代）二合一平板电脑笔记本（Core i5 4G 128G）,3,499
2019/6/12,5059150,（套装版）华为荣耀畅玩平板2 LTE高配版 9.6英寸 (四核 3G/32G 1280x800 4800mAh ) 日晖金,16,58365.88
2019/6/12,5059170,【触控笔套装】联想 Miix520 二合一平板电脑（i5-8250U 8G内存/256G/Win10 /背光键盘/Office/指纹识别 ）,4,13496
2019/6/12,5059180,瀚视奇(Hanns.G)H2449 23.8英寸办公家用台式一体机电脑(i5-7400 8G 240G固态 双频WiFi  配键鼠 三年质保),54,181056
2019/6/12,5088073,HQisQnse  55英寸立式广告机实体店led超薄显示屏智能商场室外落地式商用LED多媒体     电脑触摸版,3,10097
2019/6/12,5092735,技讯 JXS1516曲面27英寸游戏设计一体机电脑（酷睿i7-4600M 16G 240G固态 GTX1050 有线键鼠 WIFI ）白色,7,24331.94
2019/6/12,5092755,惠普（HP）小欧22-c012 高清一体机电脑21.5英寸（八代J4005 4G 1T 2G独显 WiFi蓝牙 三年上门）内采,2,6598
2019/6/12,5092757,【拼购】联想（Lenovo）AIO 520 致美一体机台式电脑23.8英寸（AMD A6-9500E 4G 1T WIFI 蓝牙 三年上门 Win10）黑,13,43855
2019/6/12,5092759,华硕(ASUS) 傲世V241IC 23.8英寸一体机台式电脑(i3-7100U 4G内存 128GSSD+1T 全高清 上门售后)黑曜金,5,16795
2019/6/12,5092761,富沐 FM-YA5500 55英寸立式广告机触摸一体机数字标牌商用液晶显示屏网络高清查询机,3,10497
2019/6/12,5092763,【线下】联想Lenovo 扬天S5250 23英寸高清商用家用办公娱乐一体机电脑支持壁挂G4560 4G 1T 2G独立显卡,1,3299
2019/6/12,5092773,华硕(ASUS) 傲世V241IC 23.8英寸一体机台式电脑(i3-7100U 4G内存 128GSSD+1T 全高清 上门售后)黑曜金,28,93742
2019/6/12,5111452,联想（Lenovo) AIO 300 23英寸教育一体机电脑（ A6-7310 4G 500G R5_A330 2G独显 WiFi 摄像头 Win10）黑色,1,3499
2019/6/12,5112180,联想（Lenovo） AIO 510 致美一体机台式电脑 21.5英寸（I5-6400T 4G 1T R5 M435 2G显卡 win10）黑,2,6668
2019/6/12,5112224,联想（Lenovo） AIO 510 致美一体机台式电脑 21.5英寸（G3900T 4G 1T 集成显卡 WIFI 蓝牙 win10）白,11,42889
2019/6/12,5143957,海尔（Haier）Aphro S8C-B975M 23.8英寸 一体机台式电脑(I5-7200U 16G 1TB GT940M 2G独显 WIFI 正版Win10),7,23593
2019/6/12,5148367,华硕(ASUS)傲世V241IC 23.8英寸一体机电脑(i3-7100U 4G内存 256G固态 集显 全高清 爱眼滤蓝光)冰钻银,1,3939.94
2019/6/13,206068,【上门安装】联想 CS2010DW 彩色激光打印机,31,104109
2019/6/13,501964,惠普（HP)补差价LaserJet Pro M403DN/M403d/403n  黑白激光打印机 【企业专供】,3,10097
2019/6/13,975167,【东家智选】井井标记（Makeid）年货节 家用标签打印机团子机T1麋鹿款人气套餐 定制礼盒,2,7938.94
2019/6/13,1060555,【东家智选】富士（FUJIFILM）年货节  Princiao Smart 小俏印  定制礼盒,2,6768
2019/6/13,1262947,爱普生（EPSON) L3156墨仓式智能无线照片打印机办公家用彩色喷墨一体机连供打印复印扫描,37,123343
2019/6/13,1273547,【企业专享】惠普（HP）Color LaserJet Pro M154nw彩色激光打印机 A4打印 1年质保,1,3939.94
2019/6/13,1285450,Fuji Xerox 富士施乐 DocuPrint 2108b A3幅面黑白激光打印机,1,3499
2019/6/13,1302628,爱普生（Epson）Stylus Photo R2400 A3+幅面喷墨打印机,62,207268
2019/6/13,1450683,EPSON 爱普生 Stylus Photo R270  照片打印机,5,16693
2019/6/13,1885374,LG趣拍得 POPO相印机 手机便携相片打印机 手机照片拍立得 PD239SF LINE FRIENDS特别版,17,58983
2019/6/13,2341206,惠普（HP）LaserJet Pro M403d 专业激光打印机 （免费上门安装 原厂三年服务）,2,6798
2019/6/13,2341248,爱普生（Epson)补差价 K100 商务黑白喷墨打印机（双黑色墨盒 有线网络 自动双面)补差价,23,78777
2019/6/13,2353670,惠普（HP)补差价LaserJet Pro M403dn A4幅面黑白激光网络打印机 （免费上门安装 原厂五年服务)补差价,4,15036.94
2019/6/13,2355319,爱普生 （Epson） L801 原装墨仓式彩色喷墨照片打印机,1,3499
2019/6/13,2853250,爱普生（EPSON)补差价 LQ-1900KIIH 1900K2H针式打印机 （136列卷筒式)补差价,25,84085
2019/6/13,2934968,小米 (MI)Ruby 15.6英寸金属轻薄笔记本电脑(i7-8550U 8G 1T+128G SSD 2G GDDR5独显 FHD 全键盘 正版Office Win10) 深空灰,1,499
2019/6/13,3026517,小米 (MI)Ruby 15.6英寸金属轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 1T+128G SSD 2G GDDR5独显 FHD) 深空灰,5,499
2019/6/13,3027103,小米 (MI)Ruby 15.6英寸金属轻薄笔记本电脑(英特尔酷睿i5-8250U 4G 1T+128G SSD 2G GDDR5独显 FHD ) 深空灰,3,499
2019/6/13,3064789,荣耀MagicBook 14英寸轻薄窄边框笔记本电脑（AMD锐龙5 8G 512G FHD IPS 正版Office）冰河银,20,499
2019/6/13,3137713,【Office365套装】荣耀MagicBook 14英寸轻薄窄边框笔记本电脑（AMD锐龙5 8G 256G FHD IPS）星空灰,2,499
2019/6/13,3169161,华为MATEBOOK14英特尔酷睿i514英寸轻薄窄边框笔记本电脑（i5-8250U 8G 256G MX150 2G独显 FHD IPS ）冰河银,1,499
2019/6/13,3174925,戴尔DELL灵越飞匣15.6英寸商务笔记本电脑 (i5-7200U 4G 500G R520 2G独显 FHD Win10)黑,16,499
2019/6/13,3251626,华硕a豆(adol) 英特尔酷睿I3 13.3英寸四面窄边框轻薄笔记本电脑(i3-8130U 4G 256GSSD IPS)皓月银,101,499
2019/6/13,3281658,联想ThinkPad E485（01CD）14英寸笔记本电脑（锐龙5-2500U 8G双通道 256GSSD FHD Win10）黑色,2,6668
2019/6/13,3533422,B&O PLAY beoplay A9 Gen3  一体式无线WiFi蓝牙家用音箱音响 触控调音 bo音箱 星尘黑 限量版,7,25074.88
2019/6/13,3543430,【拼购】海威特（Havit）M3蓝牙音箱智能时钟闹钟镜面全屏 迷你便携低音炮无线插卡收款播报音响 神秘黑,1,2937
2019/6/13,3770591,【华为智能家居套装】华为AI音箱+华为智选AI全景摄像头 智能声控AI摄像头 语音安防报警 小艺音箱套装,2,6598
2019/6/13,3794329,朗琴（ROYQUEEN） K800 视频扩音器 看戏机、老人唱戏机 收音机 4.3寸高清显示屏 烈焰红,20,66920
2019/6/13,3808121,Beats Pill 2.0  胶囊第二代 无线蓝牙应答音箱 NFC版 妮琪·米娜授权版 淡粉色,4,13996
2019/6/13,3819585,aidu /爱度 AY800+无线蓝牙音箱手机音响迷你便携低音炮插卡收音机小音响 黑色,31,104687
2019/6/13,3862530,B&O PLAY（by Bang & Olufsen)补差价Beolit 15 便携式无线蓝牙音箱 音响 蓝牙扬声器 香槟金,6,20994
2019/6/13,3909004,索爱（soaiy）T1 台式机多媒体音箱 2.0电脑音响低音炮有源笔记本电脑音箱 (黑色),3,10797
2019/6/13,3998889,漫步者（EDIFIER)补差价bun 蓝牙便携音箱 音响 音乐小馒头 湖蓝,28,94312
2019/6/13,4006436,漫步者（EDIFIER）bun 蓝牙便携音箱 音响 音乐小馒头 杏黄,1,3499
2019/6/13,4006606,漫步者（EDIFIER）bun 蓝牙便携音箱 音响 音乐小馒头 冰蓝,10,36590
2019/6/13,4113294,乐廷（Rolton）K100 便携数码扩音器 小蜜蜂扩音器 智能语音提示 玫瑰金,1,3499
2019/6/13,4167804,缤特力（Plantronics）BackBeat GO 410 主动降噪立体声手游耳机 运动防汗蓝牙音乐耳机 双边入耳式 石墨黑,37,124643
2019/6/13,4180745,【全新5.0】iKF Hero HiFi级音效真无线蓝牙耳机 跑步运动开车入耳式双耳 苹果/安卓手机通用 竞技绿,1,3299
2019/6/13,4183647,【NBA联名款】Beats Studio3 Wireless 录音师无线3代 头戴式 蓝牙无线降噪游戏耳机 - 湖人紫,14,48426.94
2019/6/13,4207165,【拼购】海威特（Havit）I92真无线蓝牙耳机 智能配对 双耳通话tws双耳入耳式运动耳麦迷你超小耳塞,3,10497
2019/6/13,4207169,【拼购专用】OKSJ 苹果耳机线控入耳式 手机有线麦克风耳塞适用iphone6s/plus/ipad/安卓/手机通用3.5mm s-2普通版 20个装,161,543255
2019/6/13,4207613,【NBA联名款】Beats Studio3 Wireless 录音师无线3代 头戴式 蓝牙无线降噪游戏耳机 - 猛龙白,12,40158
2019/6/13,4207625,【NBA联名款】Beats Studio3 Wireless 录音师无线3代 头戴式 蓝牙无线降噪游戏耳机 - 哈登代言款 -火箭红,46,159436.82
2019/6/13,4207627,【拼购】因卓（KOTION EACH）G6300黑红头戴式吃鸡游戏耳机电脑电竞耳机台式电脑笔记本手机通用带麦克风,12,40108
2019/6/13,4276978,宾果（Bingle）FB02 蓝牙耳机无线蓝牙隐形迷你运动商务单耳入耳式车载耳机 苹果华为小米手机通用 品质黑,44,150276
2019/6/13,4303416,【拼购】海威特（Havit）G1 蓝牙耳机 TWS真无线5.0 钛膜HIFI 黑红,6,19864
2019/6/13,4303420,创新（Creative） Headset HS-400耳麦,7,23601
2019/6/13,4315536,飞利浦（PHILIPS） SHE2000/10 15毫米喇叭驱动器 低音 耳塞式耳机 黑色,30,101080
2019/6/13,4317011,城市之音（URBANEARS） PLATTAN 头戴式线控耳机 勿忘我紫,2,6598
2019/6/13,4317149,宾果（Bingle）F6 晨曦定制款头戴便携折叠耳机 重低音电脑手机语音K歌带线控,10,34900.94
2019/6/13,4331143,宾果（Bingle）F6 晨曦定制款头戴便携折叠耳机 重低音电脑手机语音K歌带线控,1,3399
2019/6/13,4331183,宾果（Bingle）F6 晨曦定制款头戴便携折叠耳机 重低音电脑手机语音K歌带线控,8,27192
2019/6/13,4331187,宾果（Bingle)补差价F5 头戴式蓝牙4.0 NFC配对 多彩时尚便携式蓝牙耳机(嘻哈蓝)补差价,1,3299
2019/6/13,4335045,飞利浦（PHILIPS)补差价 SHB5500BK 头戴式 无线 声音不错 大品牌 平折设计 通话控制 蓝牙耳机,1,3499
2019/6/13,4335133,飞朵（Fidue）A83 参考级三单元混合 圈铁耳机 香槟金,21,70427
2019/6/13,4360188,飞利浦（Philips）SHH9756  ipod专用耳机（黑色）,2,7198
2019/6/13,4387817,铁三角 ATH-FW33 我要闪耀 钻石切割便携头戴式耳机 黑色,2,7438.94
2019/6/13,4409727,【11.11预售】坚果（JmGO）U1 4K激光电视投影仪 超短焦家用 （4K分辨率 2000流明 HIFI音响 智能影院 ）,3,10467
2019/6/13,4494706,【分销版】极米（XGIMI）New Z4Air 便携投影仪 投影机办公（高清宽屏 便携/手机投影 自动对焦 自动对焦）,5,17395
2019/6/13,4534739,【分销版】爱普生（EPSON）CB-X05 投影仪 投影机办公（标清 3300流明 支持左右梯形校正 自动搜索信号）,1,3939.94
2019/6/13,4599119,【抗光幕套装版】米家（MIJIA）小米4K激光电视超短焦家用投影仪（4K 超高清 小孩防直视 杜比音效 激光影院 ALPD3.0技术 含黑栅抗光幕）,1,3939.94
2019/6/13,4615006,英微（IN&VI）200英寸（16:9） 玻纤电动遥控幕布 投影仪幕布 家用高清投影幕布,3,10137
2019/6/13,4634661,优派（ViewSonic） 3D眼镜,7,24093
2019/6/13,4642345,优铂（UPlatinum）幕布租赁服务 100寸 上门租赁/出租/租用 商用办公 家用影音 工程演示,119,410171
2019/6/13,4643435,BenQ 明基 W1070  家用1080p 3D投影机,2,6998
2019/6/13,4643437,真美（iSeezm）XDL250Y Q6 智能无屏电视 3D家庭影院 智能微型投影机,14,52072.58
2019/6/13,4664829,【赠送免费安装】亿立（Elite Screens）120英寸16:9黑栅抗光投影幕布 投影仪幕布（AR120H3-ST 适用超短焦）,1,3299
2019/6/13,4694174,优铂（UPlatinum）幕布租赁服务 100寸 上门租赁/出租/租用 商用办公 家用影音 工程演示,29,99381
2019/6/13,4755313,优派（ViewSonic）PG800X 投影仪 投影机办公（标清 5000流明 1.3倍变焦）,1,3499
2019/6/13,4756825,3M MP225a微型LED投影机,12,42558
2019/6/13,4786947,【预约免费上门安装】 NP-CD3105H投影仪家用全高清（1080P分辨率 3000流明  支持侧投 色彩还原高）,2,6698
2019/6/13,4826839,【套装版】L-mix P12 便携投影仪 Lmix微型掌上投影仪（手机无线同屏 自带系统 梯形校正 内置音箱）红色,1,3299
2019/6/13,4887235,【保护套+钢化膜+耳机+支架豪华套装】小米平板4 8英寸WiFi版 骁龙660处理器 4G内存+64G存储 FHD 黑色,1,3299
2019/6/13,4888026,【保护套+钢化膜套装】小米（MI）小米平板4 8英寸平板电脑WIFI版  骁龙660处理器 3G内存+32G存储 FHD 黑色,19,64021
2019/6/13,4890662,【灰钴蓝键盘套装】微软（Microsoft）Surface Pro 6 二合一平板电脑笔记本 12.3（i5 8G 256G SSD）亮铂金,1,3299
2019/6/13,4890664,【豪华套装版】华为（HUAWEI）X2移动/联通双网通7英寸通话平板 双卡双待（八核 3G/16G）月光银,16,53484
2019/6/13,4890666,【黑色键盘套装】微软（Microsoft）Surface 3 64G（10.8英寸，USB 3.0接口 1920x1280分辨率）,2,7238.94
2019/6/13,4910938,【Go Pro套装】微软（Microsoft）Surface Book  13.5英寸（Intel i7 16G内存 512G存储 独立显卡）,86,292464
2019/6/13,4940255,【黑色键盘套装】微软（Microsoft）Surface Pro 4 （Intel Core i5 4G内存 128G存储 不带笔）,5,17395
2019/6/13,4940275,（套装版）华为荣耀畅玩平板2 LTE版 9.6英寸 (四核 2G/16G 1280x800 4800mAh ) 日晖金,20,73342.82
2019/6/13,5001143,（套装版）华为荣耀畅玩平板2 LTE高配版 8英寸 (四核 3G/32G 1280x800 4800mAh ) 日晖金,8,27492
2019/6/13,5008405,【键盘套餐】酷比魔方 MIX PLUS 10.6英寸二合一平板电脑（intel第七代 酷睿芯）（官方标配+原装键盘）,3,9897
2019/6/13,5030833,【耳机套装】JDtab J01 7.9英寸平板电脑(魅族Flyme版) 2K视网膜屏 4GB+64GB 月光银,1,3299
2019/6/13,5059138,【黑色键盘套装】微软（Microsoft）Surface Pro（第五代）二合一平板电脑笔记本（Core i5 4G 128G）,38,128002
2019/6/13,5059150,（套装版）华为荣耀畅玩平板2 LTE高配版 9.6英寸 (四核 3G/32G 1280x800 4800mAh ) 日晖金,1,3499
2019/6/13,5059170,【触控笔套装】联想 Miix520 二合一平板电脑（i5-8250U 8G内存/256G/Win10 /背光键盘/Office/指纹识别 ）,4,14877.88
2019/6/13,5059180,瀚视奇(Hanns.G)H2449 23.8英寸办公家用台式一体机电脑(i5-7400 8G 240G固态 双频WiFi  配键鼠 三年质保),62,210316
2019/6/13,5088073,HQisQnse  55英寸立式广告机实体店led超薄显示屏智能商场室外落地式商用LED多媒体     电脑触摸版,1,3899
2019/6/13,5092735,技讯 JXS1516曲面27英寸游戏设计一体机电脑（酷睿i7-4600M 16G 240G固态 GTX1050 有线键鼠 WIFI ）白色,24,81657.88
2019/6/13,5092755,惠普（HP）小欧22-c012 高清一体机电脑21.5英寸（八代J4005 4G 1T 2G独显 WiFi蓝牙 三年上门）内采,1,3499
2019/6/13,5092757,【拼购】联想（Lenovo）AIO 520 致美一体机台式电脑23.8英寸（AMD A6-9500E 4G 1T WIFI 蓝牙 三年上门 Win10）黑,15,51455
2019/6/13,5092759,华硕(ASUS) 傲世V241IC 23.8英寸一体机台式电脑(i3-7100U 4G内存 128GSSD+1T 全高清 上门售后)黑曜金,1,3269
2019/6/13,5092761,富沐 FM-YA5500 55英寸立式广告机触摸一体机数字标牌商用液晶显示屏网络高清查询机,1,3299
2019/6/13,5092763,【线下】联想Lenovo 扬天S5250 23英寸高清商用家用办公娱乐一体机电脑支持壁挂G4560 4G 1T 2G独立显卡,7,23693
2019/6/13,5092773,华硕(ASUS) 傲世V241IC 23.8英寸一体机台式电脑(i3-7100U 4G内存 128GSSD+1T 全高清 上门售后)黑曜金,1,3939.94
2019/6/13,5111452,联想（Lenovo) AIO 300 23英寸教育一体机电脑（ A6-7310 4G 500G R5_A330 2G独显 WiFi 摄像头 Win10）黑色,1,3299
2019/6/13,5112180,联想（Lenovo） AIO 510 致美一体机台式电脑 21.5英寸（I5-6400T 4G 1T R5 M435 2G显卡 win10）黑,6,20294
2019/6/13,5112224,联想（Lenovo） AIO 510 致美一体机台式电脑 21.5英寸（G3900T 4G 1T 集成显卡 WIFI 蓝牙 win10）白,1,3699
2019/6/13,5143957,海尔（Haier）Aphro S8C-B975M 23.8英寸 一体机台式电脑(I5-7200U 16G 1TB GT940M 2G独显 WIFI 正版Win10),14,47426
2019/6/13,5148367,华硕(ASUS)傲世V241IC 23.8英寸一体机电脑(i3-7100U 4G内存 256G固态 集显 全高清 爱眼滤蓝光)冰钻银,1,3299
2019/6/14,206068,【上门安装】联想 CS2010DW 彩色激光打印机,103,348387
2019/6/14,501964,惠普（HP)补差价LaserJet Pro M403DN/M403d/403n  黑白激光打印机 【企业专供】,1,3299
2019/6/14,975167,【东家智选】井井标记（Makeid）年货节 家用标签打印机团子机T1麋鹿款人气套餐 定制礼盒,23,80397.94
2019/6/14,1060555,【东家智选】富士（FUJIFILM）年货节  Princiao Smart 小俏印  定制礼盒,3,9897
2019/6/14,1262947,爱普生（EPSON) L3156墨仓式智能无线照片打印机办公家用彩色喷墨一体机连供打印复印扫描,30,101680
2019/6/14,1273547,【企业专享】惠普（HP）Color LaserJet Pro M154nw彩色激光打印机 A4打印 1年质保,2,6798
2019/6/14,1285450,Fuji Xerox 富士施乐 DocuPrint 2108b A3幅面黑白激光打印机,25,84115
2019/6/14,1302628,爱普生（Epson）Stylus Photo R2400 A3+幅面喷墨打印机,7,24793
2019/6/14,1450683,EPSON 爱普生 Stylus Photo R270  照片打印机,1,3299
2019/6/14,1885374,LG趣拍得 POPO相印机 手机便携相片打印机 手机照片拍立得 PD239SF LINE FRIENDS特别版,14,47356
2019/6/14,2341206,惠普（HP）LaserJet Pro M403d 专业激光打印机 （免费上门安装 原厂三年服务）,3,10497
2019/6/14,2341248,爱普生（Epson)补差价 K100 商务黑白喷墨打印机（双黑色墨盒 有线网络 自动双面)补差价,1,3499
2019/6/14,2353670,惠普（HP)补差价LaserJet Pro M403dn A4幅面黑白激光网络打印机 （免费上门安装 原厂五年服务)补差价,1,3399
2019/6/14,2355319,爱普生 （Epson） L801 原装墨仓式彩色喷墨照片打印机,27,92823
2019/6/14,2853250,爱普生（EPSON)补差价 LQ-1900KIIH 1900K2H针式打印机 （136列卷筒式)补差价,3,10067
2019/6/14,2934968,小米 (MI)Ruby 15.6英寸金属轻薄笔记本电脑(i7-8550U 8G 1T+128G SSD 2G GDDR5独显 FHD 全键盘 正版Office Win10) 深空灰,11,38150.88
2019/6/14,3026517,小米 (MI)Ruby 15.6英寸金属轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 1T+128G SSD 2G GDDR5独显 FHD) 深空灰,7,23291
2019/6/14,3027103,小米 (MI)Ruby 15.6英寸金属轻薄笔记本电脑(英特尔酷睿i5-8250U 4G 1T+128G SSD 2G GDDR5独显 FHD ) 深空灰,1,3939.94
2019/6/14,3064789,荣耀MagicBook 14英寸轻薄窄边框笔记本电脑（AMD锐龙5 8G 512G FHD IPS 正版Office）冰河银,7,23493
2019/6/14,3137713,【Office365套装】荣耀MagicBook 14英寸轻薄窄边框笔记本电脑（AMD锐龙5 8G 256G FHD IPS）星空灰,1,3799
2019/6/14,3169161,华为MATEBOOK14英特尔酷睿i514英寸轻薄窄边框笔记本电脑（i5-8250U 8G 256G MX150 2G独显 FHD IPS ）冰河银,4,14096
2019/6/14,3174925,戴尔DELL灵越飞匣15.6英寸商务笔记本电脑 (i5-7200U 4G 500G R520 2G独显 FHD Win10)黑,4,13896
2019/6/14,3251626,华硕a豆(adol) 英特尔酷睿I3 13.3英寸四面窄边框轻薄笔记本电脑(i3-8130U 4G 256GSSD IPS)皓月银,2,7879.88
2019/6/14,3281658,联想ThinkPad E485（01CD）14英寸笔记本电脑（锐龙5-2500U 8G双通道 256GSSD FHD Win10）黑色,10,33590
2019/6/14,3533422,B&O PLAY beoplay A9 Gen3  一体式无线WiFi蓝牙家用音箱音响 触控调音 bo音箱 星尘黑 限量版,2,6738
2019/6/14,3543430,【拼购】海威特（Havit）M3蓝牙音箱智能时钟闹钟镜面全屏 迷你便携低音炮无线插卡收款播报音响 神秘黑,48,162900
2019/6/14,3770591,【华为智能家居套装】华为AI音箱+华为智选AI全景摄像头 智能声控AI摄像头 语音安防报警 小艺音箱套装,1,3499
2019/6/14,3794329,朗琴（ROYQUEEN） K800 视频扩音器 看戏机、老人唱戏机 收音机 4.3寸高清显示屏 烈焰红,5,17995
